"id_consum","identifier","id_facture","ClientName","Ville","periodeDebut","periodeFin","Conso","PrixUnitaire","Taxes","StatutPaiement","penalite","TypeClient","NumComp","TypeComp","email","NumTel","MontFact","MonTotal"
137,"512308683",C00137,Jennifer Skinner,Korhogo,"2023-03-08","2024-07-29",106,300,6360.0, Non payé,300,Commercial,"971007",Compteur à 4,kellycarrie@weeks.biz,"57527029",38160.0,38460.0
138,"162424633",C00138,Michelle Smith,San Pedro,"2023-04-30","2024-06-07",114,280,6384.0, Non payé,300,Industriel,"749388",Compteur normal,nflores@hotmail.com,"94192099",38304.0,38604.0
139,"322357512",C00139,Daniel Brown,Korhogo,"2023-09-17","2023-11-12",94,300,5640.0, Non payé,500,Industriel,"634152",Compteur à 4,josephgonzalez@clark.com,"30717851",33840.0,34340.0
140,"740490650",C00140,John Burnett,Abidjan,"2024-03-05","2025-02-19",176,300,10560.0, Non payé,1000,Domestique,"704578",Compteur normal,shannon30@santana-turner.com,"70342552",63360.0,64360.0
141,"802461448",C00141,William Shea,Yamoussoukro,"2023-09-16","2024-02-12",136,250,6800.0, Non payé,1000,Industriel,"598026",Compteur normal,amanda09@gmail.com,"93378324",40800.0,41800.0
142,"512370801",C00142,Dean Simon,Korhogo,"2023-10-06","2024-09-17",62,250,3100.0, Non payé,500,Domestique,"163522",Compteur à 4,luis55@hotmail.com,"69352538",18600.0,19100.0
143,"505582380",C00143,Christine Smith,San Pedro,"2023-06-28","2024-05-02",191,300,11460.0, payé,0,Domestique,"781209",Compteur normal,paul34@baker-nguyen.biz,"29461940",68760.0,68760.0
144,"920257889",C00144,Elizabeth Larson,Yamoussoukro,"2024-12-12","2025-04-13",170,300,10200.0, Non payé,300,Commercial,"203542",Compteur normal,mary15@hoffman-miller.info,"24811957",61200.0,61500.0
145,"318490598",C00145,Jacqueline Torres,Yamoussoukro,"2024-03-19","2024-10-23",21,250,1050.0, Non payé,300,Industriel,"808699",Compteur normal,kimberly27@gmail.com,"91992468",6300.0,6600.0
146,"794047976",C00146,Ronnie Ramos,Yamoussoukro,"2024-04-17","2024-11-20",65,280,3640.0, Non payé,300,Industriel,"775856",Compteur normal,atkinsonstephanie@walker-dyer.com,"70444331",21840.0,22140.0
147,"584722217",C00147,Tiffany Carr,San Pedro,"2023-03-01","2024-05-06",116,280,6496.0, Non payé,300,Domestique,"193994",Compteur normal,lisacarter@cortez-brown.info,"92241987",38976.0,39276.0
148,"140391320",C00148,William Keller,Bouaké,"2023-11-27","2024-08-19",119,300,7140.0, Non payé,500,Industriel,"800142",Compteur normal,edward21@terry.com,"77454246",42840.0,43340.0
149,"442128890",C00149,Glenn Harris,Abidjan,"2025-01-22","2025-03-20",75,300,4500.0, payé,0,Commercial,"291805",Compteur à 4,wberry@yahoo.com,"81010809",27000.0,27000.0
150,"636150233",C00150,Christina Green,Korhogo,"2023-05-01","2023-11-23",157,280,8792.0, Non payé,500,Industriel,"192587",Compteur normal,oconnelljames@peterson-turner.biz,"66441888",52752.0,53252.0
151,"995532599",C00151,Betty Grant,Bouaké,"2023-10-24","2023-12-31",54,280,3024.0, payé,0,Industriel,"617449",Compteur normal,woodjohn@allen-tran.com,"59794502",18144.0,18144.0
152,"155805555",C00152,Brandon Ryan,San Pedro,"2024-04-25","2024-05-16",78,280,4368.0, Non payé,500,Commercial,"331350",Compteur à 4,jimmy46@wilson.com,"34969725",26208.0,26708.0
153,"707006390",C00153,Robert Harvey,Korhogo,"2023-11-12","2024-11-01",85,300,5100.0, payé,0,Industriel,"771670",Compteur à 4,vicki09@hotmail.com,"58893804",30600.0,30600.0
154,"100073872",C00154,Laura Lewis,San Pedro,"2024-11-13","2025-04-13",49,280,2744.0, payé,0,Industriel,"195663",Compteur à 4,icline@hotmail.com,"33164112",16464.0,16464.0
155,"641560671",C00155,Joseph Moran,Korhogo,"2024-09-22","2024-12-29",9,250,450.0, Non payé,300,Commercial,"532798",Compteur à 4,sharonhall@boyd-edwards.net,"55770866",2700.0,3000.0
156,"737755551",C00156,Zoe Brooks,Korhogo,"2023-06-09","2023-09-06",10,300,600.0, Non payé,500,Industriel,"103721",Compteur normal,powens@willis.biz,"41390501",3600.0,4100.0
157,"716895780",C00157,Leah Wilson,Abidjan,"2023-09-14","2023-11-02",193,300,11580.0, Non payé,1000,Commercial,"704859",Compteur normal,sharon10@barnes.com,"66182178",69480.0,70480.0
158,"851902595",C00158,Julie Long,Korhogo,"2023-12-23","2024-08-11",59,250,2950.0, Non payé,300,Domestique,"884246",Compteur à 4,kyle34@davis.biz,"30922343",17700.0,18000.0
159,"940260149",C00159,Angela Clark,Korhogo,"2023-02-13","2023-05-26",160,250,8000.0, Non payé,1000,Commercial,"958392",Compteur à 4,teresa47@gmail.com,"22844126",48000.0,49000.0
160,"771538337",C00160,Brandon Johnson,Korhogo,"2024-08-07","2024-12-18",151,300,9060.0, payé,0,Commercial,"791103",Compteur à 4,yhunter@hotmail.com,"78289060",54360.0,54360.0
161,"474550739",C00161,Nathan Moore,Bouaké,"2023-06-19","2024-04-07",186,250,9300.0, Non payé,500,Commercial,"615023",Compteur à 4,thomaspeterson@glover.com,"79447079",55800.0,56300.0
162,"372920078",C00162,Joel Chandler,Korhogo,"2024-09-20","2024-09-20",111,250,5550.0, Non payé,300,Domestique,"120732",Compteur normal,khanphillip@buchanan.com,"92616782",33300.0,33600.0
163,"816322096",C00163,Wendy Woods,Bouaké,"2023-09-06","2024-07-04",180,300,10800.0, Non payé,500,Domestique,"299734",Compteur normal,tonyarivera@yahoo.com,"54791955",64800.0,65300.0
164,"743493652",C00164,Evan Johnson,Yamoussoukro,"2024-05-14","2025-02-15",78,250,3900.0, Non payé,1000,Domestique,"764624",Compteur à 4,wayne25@castro.info,"85447665",23400.0,24400.0
165,"303061265",C00165,Benjamin Valdez,Yamoussoukro,"2025-01-16","2025-03-17",31,250,1550.0, payé,0,Commercial,"158646",Compteur à 4,emilyscott@smith.biz,"56245720",9300.0,9300.0
166,"193880930",C00166,Kayla Giles,Abidjan,"2024-10-18","2024-12-26",142,300,8520.0, Non payé,300,Commercial,"773799",Compteur normal,brent50@hotmail.com,"40253830",51120.0,51420.0
167,"949994552",C00167,Timothy Howell,Korhogo,"2023-05-08","2023-12-09",43,250,2150.0, Non payé,1000,Commercial,"793639",Compteur normal,christinabell@hotmail.com,"84069966",12900.0,13900.0
168,"102398928",C00168,Michael Smith,Korhogo,"2024-08-31","2025-03-10",70,250,3500.0, payé,0,Industriel,"772184",Compteur normal,michaelsmith@hotmail.com,"45763492",21000.0,21000.0
169,"673183903",C00169,Evan Hill,Korhogo,"2023-03-26","2023-11-07",111,300,6660.0, Non payé,500,Commercial,"170877",Compteur normal,pittskristine@yahoo.com,"61024712",39960.0,40460.0
170,"553559986",C00170,Fred Lucero,San Pedro,"2023-05-27","2024-08-19",153,250,7650.0, Non payé,500,Domestique,"474948",Compteur normal,larry30@yahoo.com,"63154646",45900.0,46400.0
171,"613065327",C00171,Jenna Walker,Abidjan,"2024-04-19","2024-08-13",90,250,4500.0, Non payé,300,Domestique,"765245",Compteur normal,nicole58@hotmail.com,"91534618",27000.0,27300.0
172,"430089527",C00172,Michael Diaz,Yamoussoukro,"2024-01-04","2025-04-19",135,250,6750.0, Non payé,500,Industriel,"679902",Compteur normal,stephen55@hotmail.com,"99493577",40500.0,41000.0
173,"628166916",C00173,Elizabeth Keith,Abidjan,"2023-07-22","2023-11-19",105,300,6300.0, Non payé,500,Industriel,"924577",Compteur à 4,brendananderson@yahoo.com,"58151568",37800.0,38300.0
174,"987537206",C00174,Jeff Gentry,San Pedro,"2023-05-07","2023-08-04",177,280,9912.0, Non payé,300,Domestique,"843125",Compteur normal,jsmith@hotmail.com,"59418600",59472.0,59772.0
175,"608520295",C00175,Megan Macdonald,Abidjan,"2024-02-15","2024-09-08",13,250,650.0, Non payé,1000,Commercial,"711975",Compteur normal,brittany51@greene.net,"61605924",3900.0,4900.0
176,"539882072",C00176,Melissa Ellis,San Pedro,"2025-01-11","2025-02-05",28,250,1400.0, Non payé,1000,Domestique,"223303",Compteur à 4,zcox@yahoo.com,"97404248",8400.0,9400.0
177,"112118226",C00177,Courtney Duncan MD,Korhogo,"2023-10-17","2024-09-18",6,250,300.0, payé,0,Industriel,"800176",Compteur normal,ejones@hurst.com,"36449397",1800.0,1800.0
178,"407323304",C00178,Laura Juarez,Yamoussoukro,"2023-07-09","2023-10-06",28,250,1400.0, payé,0,Industriel,"809533",Compteur normal,julie82@gmail.com,"57031582",8400.0,8400.0
179,"961990496",C00179,Michael Carter,Korhogo,"2024-06-03","2024-06-26",12,300,720.0, payé,0,Industriel,"803454",Compteur normal,lpope@hotmail.com,"61897594",4320.0,4320.0
180,"812739276",C00180,Joshua Wagner,San Pedro,"2024-04-20","2025-04-30",170,280,9520.0, Non payé,1000,Commercial,"385841",Compteur à 4,erinbowers@hotmail.com,"73515032",57120.0,58120.0
181,"636426895",C00181,Dawn Stewart,Yamoussoukro,"2024-04-02","2024-09-06",93,250,4650.0, Non payé,500,Industriel,"753619",Compteur à 4,fieldscynthia@thomas.com,"44887136",27900.0,28400.0
182,"771258117",C00182,Alexandria Humphrey,Bouaké,"2023-04-14","2023-04-29",6,250,300.0, Non payé,300,Domestique,"729492",Compteur normal,qwhite@gmail.com,"32173565",1800.0,2100.0
183,"974293318",C00183,Bradley Robinson,San Pedro,"2024-03-15","2024-06-17",178,280,9968.0, Non payé,1000,Industriel,"254693",Compteur normal,eblankenship@smith.com,"53498466",59808.0,60808.0
184,"193993188",C00184,Alyssa Thompson,Bouaké,"2024-06-12","2024-10-16",29,250,1450.0, Non payé,500,Domestique,"946785",Compteur normal,peterbird@hotmail.com,"88676554",8700.0,9200.0
185,"221994954",C00185,Carol Thompson,San Pedro,"2025-01-07","2025-04-19",179,300,10740.0, payé,0,Domestique,"820909",Compteur normal,jenkinsjeffrey@branch.com,"34892660",64440.0,64440.0
186,"133758924",C00186,Mark Garza,San Pedro,"2025-01-01","2025-04-23",138,280,7728.0, Non payé,500,Industriel,"223250",Compteur normal,byoung@hotmail.com,"69081939",46368.0,46868.0
187,"647265908",C00187,Frederick Hughes,Bouaké,"2023-08-18","2025-02-20",41,250,2050.0, payé,0,Domestique,"455687",Compteur à 4,hansoncalvin@miller-robinson.biz,"80587791",12300.0,12300.0
188,"312129127",C00188,Matthew Guzman,San Pedro,"2023-07-19","2024-10-06",134,250,6700.0, Non payé,500,Industriel,"414819",Compteur normal,rubenklein@yahoo.com,"57008270",40200.0,40700.0
189,"305099215",C00189,Jorge Mcdonald,Bouaké,"2024-05-14","2024-07-17",10,300,600.0, Non payé,500,Domestique,"737341",Compteur à 4,apowell@hotmail.com,"35116921",3600.0,4100.0
190,"468513764",C00190,Jessica Davila,Korhogo,"2024-04-05","2024-10-07",87,280,4872.0, Non payé,300,Domestique,"584262",Compteur à 4,cassidygomez@york.com,"99175203",29232.0,29532.0
191,"891423100",C00191,Richard Miller,San Pedro,"2024-08-05","2025-03-23",39,280,2184.0, Non payé,500,Domestique,"767386",Compteur normal,hollowayjulia@barber.com,"39673122",13104.0,13604.0
192,"220797448",C00192,Julie Riggs,Bouaké,"2023-05-20","2025-03-05",137,250,6850.0, payé,0,Domestique,"299480",Compteur normal,john70@harrington-gray.com,"89335858",41100.0,41100.0
193,"292105711",C00193,Ryan Willis,Bouaké,"2023-09-03","2024-12-31",24,250,1200.0, Non payé,500,Industriel,"103438",Compteur normal,ewhite@hotmail.com,"77254656",7200.0,7700.0
194,"424195441",C00194,Bethany Carter,Yamoussoukro,"2024-10-22","2024-10-25",113,300,6780.0, Non payé,300,Domestique,"790857",Compteur à 4,dawn25@gray.org,"91598779",40680.0,40980.0
195,"873255795",C00195,Laura Mckay,Abidjan,"2024-12-28","2025-01-02",53,280,2968.0, payé,0,Domestique,"499126",Compteur normal,christymitchell@johnson.com,"76336431",17808.0,17808.0
196,"139816755",C00196,Joshua Bell,San Pedro,"2023-08-22","2023-12-30",124,250,6200.0, Non payé,300,Industriel,"523721",Compteur à 4,christopher86@robbins.com,"78589257",37200.0,37500.0
197,"266123472",C00197,Cory Tucker,Korhogo,"2023-07-21","2024-08-02",17,250,850.0, Non payé,300,Commercial,"945247",Compteur à 4,michaelwalker@elliott.com,"68231474",5100.0,5400.0
198,"385624533",C00198,Ryan Jones,Yamoussoukro,"2024-12-01","2025-03-16",59,280,3304.0, Non payé,500,Industriel,"870857",Compteur normal,brownshannon@gmail.com,"75214309",19824.0,20324.0
199,"570598045",C00199,Linda Francis,Bouaké,"2024-12-09","2024-12-15",151,300,9060.0, Non payé,500,Commercial,"522852",Compteur à 4,lkennedy@zimmerman-daniels.biz,"55614432",54360.0,54860.0
200,"461758901",C00200,Rachael Jones,Yamoussoukro,"2024-03-28","2024-12-28",98,280,5488.0, payé,0,Domestique,"186205",Compteur à 4,kelsey16@smith.com,"99135425",32928.0,32928.0
201,"891503834",C00201,Jeffrey Curtis,San Pedro,"2023-02-05","2024-10-28",9,250,450.0, Non payé,1000,Commercial,"258509",Compteur normal,hughesalison@hotmail.com,"63006603",2700.0,3700.0
202,"601238848",C00202,Daniel Gregory,Bouaké,"2023-10-12","2023-12-02",83,280,4648.0, Non payé,1000,Commercial,"848347",Compteur à 4,christopher67@floyd-schmitt.info,"64382490",27888.0,28888.0
203,"683867846",C00203,Laura Smith,Bouaké,"2025-01-14","2025-04-30",124,300,7440.0, Non payé,500,Commercial,"541660",Compteur à 4,katherine82@hotmail.com,"82055454",44640.0,45140.0
204,"596807386",C00204,Chad Garcia,Abidjan,"2024-07-10","2024-11-13",33,280,1848.0, Non payé,300,Commercial,"526006",Compteur normal,jordanhoward@flores.net,"74678556",11088.0,11388.0
205,"842718296",C00205,Cesar Martinez,Bouaké,"2024-06-06","2025-03-27",26,280,1456.0, payé,0,Industriel,"431965",Compteur normal,melissa14@gmail.com,"46234484",8736.0,8736.0
206,"899168977",C00206,Martin Hawkins MD,Yamoussoukro,"2023-12-10","2024-12-28",111,280,6216.0, Non payé,500,Commercial,"467541",Compteur normal,salexander@yahoo.com,"31447346",37296.0,37796.0
207,"266791406",C00207,Sara Mcfarland,Korhogo,"2024-07-08","2024-11-20",148,280,8288.0, Non payé,1000,Domestique,"256276",Compteur à 4,kristen29@hotmail.com,"37012366",49728.0,50728.0
208,"590004180",C00208,Carlos Hamilton,San Pedro,"2024-04-23","2024-06-26",92,250,4600.0, payé,0,Industriel,"806040",Compteur normal,sanchezstephanie@yahoo.com,"43032047",27600.0,27600.0
209,"757214122",C00209,Kenneth Arellano,Bouaké,"2023-12-19","2024-06-03",18,300,1080.0, Non payé,300,Industriel,"519375",Compteur normal,perezisaiah@hotmail.com,"64135703",6480.0,6780.0
210,"544030664",C00210,Blake Turner,Bouaké,"2024-05-19","2024-07-11",20,250,1000.0, Non payé,500,Industriel,"361095",Compteur à 4,john19@gmail.com,"30227082",6000.0,6500.0
211,"942760798",C00211,Christopher Hansen,Bouaké,"2023-03-20","2023-09-25",173,250,8650.0, payé,0,Industriel,"977846",Compteur normal,mcmillangeorge@arnold.com,"78447162",51900.0,51900.0
212,"856668076",C00212,Maria Jensen,Bouaké,"2023-11-10","2024-01-02",17,250,850.0, Non payé,300,Industriel,"381652",Compteur à 4,qhernandez@gmail.com,"54158118",5100.0,5400.0
213,"313576860",C00213,Michael Mejia,Yamoussoukro,"2024-06-14","2024-12-06",97,250,4850.0, Non payé,500,Commercial,"673780",Compteur normal,alishaanderson@williams-hernandez.com,"88662059",29100.0,29600.0
214,"655642970",C00214,Crystal Warner,San Pedro,"2023-12-03","2025-04-10",147,250,7350.0, Non payé,500,Commercial,"941010",Compteur à 4,martindavis@hotmail.com,"81641210",44100.0,44600.0
215,"846177328",C00215,Henry Williams,Bouaké,"2023-02-25","2024-02-23",142,250,7100.0, payé,0,Industriel,"623566",Compteur normal,pbowen@yahoo.com,"28650141",42600.0,42600.0
216,"602092692",C00216,Regina Chambers,Korhogo,"2024-08-21","2025-02-03",194,250,9700.0, Non payé,1000,Domestique,"971164",Compteur à 4,lsmith@glover.com,"72652699",58200.0,59200.0
217,"554354766",C00217,Susan Barton,Abidjan,"2023-09-18","2024-08-29",55,280,3080.0, Non payé,500,Commercial,"858015",Compteur normal,mary56@gmail.com,"58103679",18480.0,18980.0
218,"308538330",C00218,Noah Miller,Abidjan,"2024-11-11","2025-01-05",23,250,1150.0, Non payé,300,Commercial,"726530",Compteur à 4,wrightbrandon@gmail.com,"36211542",6900.0,7200.0
219,"352587340",C00219,Taylor Ortiz,Yamoussoukro,"2024-10-18","2024-12-02",33,250,1650.0, Non payé,1000,Domestique,"285831",Compteur normal,candice50@gmail.com,"76804385",9900.0,10900.0
220,"449501191",C00220,Sherry Kelly,Abidjan,"2023-03-12","2024-12-30",197,300,11820.0, Non payé,300,Commercial,"948009",Compteur normal,martingonzalez@hotmail.com,"35193131",70920.0,71220.0
221,"427853686",C00221,Cristian Holder,Yamoussoukro,"2023-05-05","2024-09-01",137,250,6850.0, Non payé,500,Industriel,"794798",Compteur normal,amyjones@gmail.com,"21433693",41100.0,41600.0
222,"219644283",C00222,Alan Allen,Yamoussoukro,"2024-03-31","2025-01-16",57,300,3420.0, payé,0,Industriel,"261646",Compteur à 4,nelsonsherri@yahoo.com,"27274094",20520.0,20520.0
223,"516165608",C00223,Kelly Walters,Yamoussoukro,"2023-04-06","2023-04-16",163,300,9780.0, Non payé,1000,Industriel,"121194",Compteur à 4,sheilawu@yahoo.com,"85187238",58680.0,59680.0
224,"861791153",C00224,Morgan Stewart,Korhogo,"2025-01-25","2025-02-09",182,250,9100.0, Non payé,1000,Domestique,"473820",Compteur à 4,smithwesley@hensley.com,"69406037",54600.0,55600.0
225,"862809981",C00225,Daniel Martin,Abidjan,"2024-06-28","2024-09-26",65,300,3900.0, Non payé,1000,Domestique,"889273",Compteur normal,anthonylara@hotmail.com,"52317075",23400.0,24400.0
226,"130703240",C00226,Jonathan Edwards,Bouaké,"2024-03-23","2025-04-16",138,280,7728.0, Non payé,500,Commercial,"812092",Compteur à 4,christophersmith@gmail.com,"20379376",46368.0,46868.0
227,"804072562",C00227,William Dixon,San Pedro,"2024-01-30","2024-02-10",181,250,9050.0, Non payé,1000,Domestique,"538834",Compteur normal,chunt@clark.net,"58942988",54300.0,55300.0
228,"857550209",C00228,Christine Hernandez,Bouaké,"2024-05-21","2025-03-29",95,280,5320.0, Non payé,300,Industriel,"121429",Compteur à 4,mark30@hotmail.com,"98487707",31920.0,32220.0
229,"968637186",C00229,Daniel Soto III,Korhogo,"2024-03-08","2025-01-26",72,250,3600.0, Non payé,1000,Domestique,"810235",Compteur normal,chenapril@gmail.com,"44745713",21600.0,22600.0
230,"462432239",C00230,Chelsea Martinez,San Pedro,"2025-01-12","2025-04-14",128,280,7168.0, Non payé,300,Domestique,"900822",Compteur normal,phillipgreen@long-hardin.org,"32003297",43008.0,43308.0
231,"498602801",C00231,Jack Rodriguez,San Pedro,"2023-06-24","2024-06-28",43,300,2580.0, Non payé,500,Commercial,"786731",Compteur à 4,edward57@gmail.com,"99812738",15480.0,15980.0
232,"389441713",C00232,Darin Taylor,Yamoussoukro,"2023-04-19","2024-04-13",109,250,5450.0, Non payé,500,Domestique,"197490",Compteur normal,tzhang@morgan.com,"38236526",32700.0,33200.0
233,"875370879",C00233,Sarah Cameron,Bouaké,"2024-07-16","2024-07-29",120,280,6720.0, Non payé,300,Domestique,"567272",Compteur normal,kaufmanashley@yahoo.com,"21946192",40320.0,40620.0
234,"873108405",C00234,Jessica Rose,Bouaké,"2023-11-15","2024-04-30",27,300,1620.0, payé,0,Domestique,"434462",Compteur à 4,vburke@yahoo.com,"73748627",9720.0,9720.0
235,"550029240",C00235,Jeremiah Kramer,Bouaké,"2023-10-11","2023-12-14",52,300,3120.0, Non payé,300,Commercial,"674526",Compteur à 4,farcher@foster.com,"94581075",18720.0,19020.0
236,"241541871",C00236,Mark Brown,Bouaké,"2023-05-12","2023-09-02",167,300,10020.0, Non payé,500,Industriel,"193677",Compteur à 4,moyerrobert@miller-church.net,"93437708",60120.0,60620.0
237,"383732638",C00237,Clayton Stewart,Korhogo,"2024-11-29","2024-12-10",46,300,2760.0, Non payé,1000,Commercial,"346231",Compteur normal,ronaldrodriguez@gmail.com,"20002679",16560.0,17560.0
238,"773473226",C00238,Douglas Lam,San Pedro,"2023-09-28","2024-01-17",187,300,11220.0, Non payé,300,Industriel,"647353",Compteur à 4,beckersara@yahoo.com,"60109968",67320.0,67620.0
239,"903969820",C00239,Dawn Juarez,Korhogo,"2024-11-06","2024-12-31",117,280,6552.0, Non payé,1000,Industriel,"319048",Compteur à 4,connor55@hotmail.com,"97859364",39312.0,40312.0
240,"800255461",C00240,Joshua Wilcox,Abidjan,"2024-06-10","2024-07-12",131,300,7860.0, Non payé,1000,Domestique,"162563",Compteur normal,jamessanchez@yahoo.com,"29429260",47160.0,48160.0
241,"385646520",C00241,Catherine Walter,Bouaké,"2023-10-09","2025-01-25",170,300,10200.0, Non payé,300,Industriel,"830889",Compteur à 4,rubenwalters@hotmail.com,"82298521",61200.0,61500.0
242,"560479044",C00242,Jennifer Watson,Yamoussoukro,"2024-03-28","2024-08-23",40,250,2000.0, Non payé,1000,Industriel,"735359",Compteur à 4,andrewgutierrez@lewis.net,"84636168",12000.0,13000.0
